date,station_id,rainfall_mm,w_avg,w_max,w_min,q_avg,q_max,q_min,flood_category
6/20/2019,BAD01,11.6,0.94,1.07,0.82,35.35,41.68,29.75,Normal
6/21/2019,BAD01,4.5,1.44,2.19,1,63.89,111.55,38.19,Normal
6/22/2019,BAD01,32.3,1.93,2.18,1.68,93.7,110.82,76.64,Normal
6/23/2019,BAD01,4.5,1.66,1.75,1.6,75.26,81.14,71.62,Normal
6/24/2019,BAD01,0,1.56,1.6,1.51,68.98,71.62,66.12,Normal
6/25/2019,BAD01,0,1.38,1.49,1.25,58.39,64.92,51.17,Normal
6/26/2019,BAD01,0,1.14,1.24,1.01,45.52,50.63,38.68,Normal
6/27/2019,BAD01,0,0.94,1,0.88,35.18,38.19,32.47,Normal
6/28/2019,BAD01,0,0.88,0.94,0.83,32.6,35.29,30.19,Normal
6/29/2019,BAD01,0,0.86,0.93,0.8,31.4,34.81,28.86,Normal
6/30/2019,BAD01,0,0.78,0.88,0.7,28.18,32.47,24.56,Normal
7/1/2019,BAD01,2.2,0.85,1.19,0.64,31.37,47.93,22.11,Normal
7/2/2019,BAD01,1.4,1.13,1.31,0.84,44.95,54.49,30.65,Normal
7/3/2019,BAD01,0,0.82,0.91,0.74,29.59,33.87,26.25,Normal
7/4/2019,BAD01,0,0.84,1.12,0.67,30.69,44.25,23.33,Normal
7/5/2019,BAD01,0,1.07,1.23,0.78,41.68,50.08,27.98,Normal
7/6/2019,BAD01,0,0.78,1,0.62,27.97,38.19,21.32,Normal
7/7/2019,BAD01,0,1.18,1.28,1.03,47.58,52.82,39.67,Normal
7/8/2019,BAD01,2.4,1.05,1.28,0.73,40.96,52.82,25.82,Normal
7/9/2019,BAD01,11.2,0.75,0.97,0.66,26.74,36.73,22.92,Normal
7/10/2019,BAD01,3.8,1.7,2.05,1.07,78.82,101.48,41.68,Normal
7/11/2019,BAD01,0,0.96,1.37,0.67,36.85,57.89,23.33,Normal
7/12/2019,BAD01,3.8,0.73,0.85,0.61,26.02,31.1,20.92,Normal
7/13/2019,BAD01,11.9,0.82,0.93,0.69,29.7,34.81,24.15,Normal
7/14/2019,BAD01,4.6,0.88,0.93,0.82,32.29,34.81,29.75,Normal
7/15/2019,BAD01,0,0.95,1.19,0.79,36.04,47.93,28.42,Normal
7/16/2019,BAD01,1,1.13,1.26,0.93,45.04,51.72,34.81,Normal
7/17/2019,BAD01,13.8,0.9,1.1,0.73,33.69,43.21,25.82,Normal
7/18/2019,BAD01,45.1,1.25,1.36,1.12,51.03,57.32,44.25,Normal
7/19/2019,BAD01,31,2.03,2.27,1.41,100.9,117.46,60.2,Normal
7/20/2019,BAD01,10.4,1.84,1.96,1.71,87.04,95.2,78.56,Normal
7/21/2019,BAD01,2.6,1.39,1.68,1.08,59.49,76.64,42.19,Normal
7/22/2019,BAD01,0,1.03,1.1,0.95,39.49,43.21,35.77,Normal
7/23/2019,BAD01,0.6,0.95,1.06,0.86,36.04,41.18,31.55,Normal
7/24/2019,BAD01,7.4,0.81,0.86,0.74,29.26,31.55,26.25,Normal
7/25/2019,BAD01,0.5,0.81,0.86,0.76,29.5,31.55,27.11,Normal
7/26/2019,BAD01,0,0.83,0.87,0.79,30.03,32.01,28.42,Normal
7/27/2019,BAD01,0,0.78,0.81,0.74,27.89,29.3,26.25,Normal
7/28/2019,BAD01,0,0.76,0.79,0.69,27.01,28.42,24.15,Normal
7/29/2019,BAD01,0,0.72,0.79,0.68,25.26,28.42,23.74,Normal
7/30/2019,BAD01,0,0.78,1,0.64,28.06,38.19,22.11,Normal
7/31/2019,BAD01,0,1.16,1.22,1.04,46.21,49.54,40.17,Normal
8/1/2019,BAD01,23.9,1.03,1.24,0.7,40.27,50.63,24.56,Normal
8/2/2019,BAD01,0,0.81,1.12,0.65,29.57,44.25,22.52,Normal
8/3/2019,BAD01,0,1.23,1.27,1.14,49.87,52.27,45.29,Normal
8/4/2019,BAD01,0,1.25,1.26,1.24,51.2,51.72,50.63,Normal
8/5/2019,BAD01,1.6,1.24,1.25,1.23,50.44,51.17,50.08,Normal
8/6/2019,BAD01,6.6,1.14,1.23,0.85,45.67,50.08,31.1,Normal
8/7/2019,BAD01,42,0.7,0.82,0.63,24.6,29.75,21.71,Normal
8/8/2019,BAD01,27.1,1.02,1.59,0.57,40.88,71,19.38,Normal
8/9/2019,BAD01,22.4,1.56,1.65,1.47,69.45,74.74,63.73,Normal
8/10/2019,BAD01,15.5,1.48,1.66,1.38,64.63,75.37,58.47,Normal
8/11/2019,BAD01,28.6,1.55,1.69,1.26,68.68,77.28,51.72,Normal
8/12/2019,BAD01,0,1.28,1.49,1.08,53,64.92,42.19,Normal
8/13/2019,BAD01,9.7,1.79,2.75,1.44,85.58,155.22,61.95,Normal
8/14/2019,BAD01,17.9,3.12,3.23,2.82,187.4,196.77,161.05,Normal
8/15/2019,BAD01,0,2.84,3.11,2.46,162.68,186.04,131.94,Normal
8/16/2019,BAD01,3.3,1.91,2.41,1.49,92.58,128.06,64.92,Normal
8/17/2019,BAD01,3.1,1.39,1.47,1.27,59.18,63.73,52.27,Normal
8/18/2019,BAD01,6.2,1.35,1.49,1.24,56.72,64.92,50.63,Normal
8/19/2019,BAD01,3.8,1.32,1.55,1.19,55.35,68.54,47.93,Normal
8/20/2019,BAD01,3.7,1.31,1.47,1.19,54.68,63.73,47.93,Normal
8/21/2019,BAD01,11.6,1.17,1.23,1.12,46.85,50.08,44.25,Normal
8/22/2019,BAD01,20.7,1.32,1.52,1.2,55.25,66.72,48.46,Normal
8/23/2019,BAD01,17.7,1.7,2.02,1.53,78.21,99.38,67.33,Normal
8/24/2019,BAD01,2.7,2.29,2.37,2.06,119.15,125,102.19,Normal
8/25/2019,BAD01,56,2.26,2.36,2.15,117.1,124.24,108.64,Normal
8/26/2019,BAD01,3.8,2.56,2.95,2.16,140.49,172.09,109.36,Normal
8/27/2019,BAD01,10.3,2.92,3.01,2.7,169.73,177.27,151.11,Normal
8/28/2019,BAD01,7.8,2.4,2.66,2.19,127.39,147.84,111.55,Normal
8/29/2019,BAD01,84.3,1.99,2.18,1.81,97.51,110.82,85.07,Normal
8/30/2019,BAD01,0.5,2.65,3.3,1.84,149.08,203.13,87.07,Normal
8/31/2019,BAD01,11.9,3.26,3.38,2.99,199.57,210.5,175.54,Normal
9/1/2019,BAD01,29.2,2.88,3.01,2.79,166.43,177.27,158.54,Normal
9/2/2019,BAD01,2,3.13,3.19,3.03,187.8,193.17,179.01,Normal
9/3/2019,BAD01,0.4,2.75,3.03,2.39,155.21,179.01,126.53,Normal
9/4/2019,BAD01,6.3,2.15,2.36,1.94,108.81,124.24,93.83,Normal
9/5/2019,BAD01,2.9,1.78,1.92,1.66,83.24,92.46,75.37,Normal
9/6/2019,BAD01,14.2,1.56,1.65,1.45,69.01,74.74,62.54,Normal
9/7/2019,BAD01,2,1.42,1.51,1.35,60.71,66.12,56.75,Normal
9/8/2019,BAD01,0,1.49,1.55,1.41,64.88,68.54,60.2,Normal
9/9/2019,BAD01,0,1.33,1.4,1.24,55.55,59.62,50.63,Normal
9/10/2019,BAD01,1.6,1.18,1.23,1.12,47.49,50.08,44.25,Normal
9/11/2019,BAD01,18,1.17,1.31,1.11,46.99,54.49,43.73,Normal
9/12/2019,BAD01,5.2,2.05,2.41,1.36,102.29,128.06,57.32,Normal
9/13/2019,BAD01,0,2.11,2.41,1.72,105.85,128.06,79.2,Normal
9/14/2019,BAD01,5.7,1.44,1.69,1.3,61.99,77.28,53.93,Normal
9/15/2019,BAD01,45.7,1.32,1.6,1.17,55.28,71.62,46.86,Normal
9/16/2019,BAD01,25.8,2.71,3.23,1.71,153.89,196.77,78.56,Normal
9/17/2019,BAD01,7.4,3.41,3.47,3.26,213.2,218.9,199.49,Normal
9/18/2019,BAD01,14.9,3.39,3.48,3.22,211.72,219.84,195.87,Normal
9/19/2019,BAD01,57.2,3.08,3.22,2.96,183.6,195.87,172.95,Normal
9/20/2019,BAD01,11.7,3.31,3.4,3.09,203.73,212.35,184.28,Normal
9/21/2019,BAD01,39.9,3.15,3.32,2.93,189.33,204.97,170.37,Normal
9/22/2019,BAD01,11.6,3.25,3.53,2.94,198.75,224.56,171.23,Alert
9/23/2019,BAD01,161.2,3.86,4.32,3.56,256.96,304.07,227.42,Minor Flood
9/24/2019,BAD01,95.8,4.61,4.81,4.36,336.09,357.76,308.33,Minor Flood
9/25/2019,BAD01,24.1,4.97,5.09,4.82,375.71,389.88,358.89,Major Flood
9/26/2019,BAD01,0,5.03,5.09,4.94,383.36,389.88,372.55,Major Flood
9/27/2019,BAD01,9.6,4.73,4.93,4.53,348.42,371.4,326.68,Minor Flood
9/28/2019,BAD01,8.9,4.27,4.52,3.97,298.62,325.59,267.74,Minor Flood
9/29/2019,BAD01,2,3.64,3.94,3.26,235.04,264.71,199.49,Alert
9/30/2019,BAD01,1,2.87,3.22,2.5,165.25,195.87,135.06,Normal
10/1/2019,BAD01,41.1,2.42,2.48,2.35,128.78,133.5,123.48,Normal
10/2/2019,BAD01,5.6,2.58,2.71,2.34,141.7,151.93,122.72,Normal
10/3/2019,BAD01,67.6,2.13,2.31,1.95,107.61,120.45,94.52,Normal
10/4/2019,BAD01,2.1,2.22,2.37,1.96,114.07,125,95.2,Normal
10/5/2019,BAD01,0,1.75,1.93,1.58,81.31,93.14,70.38,Normal
10/6/2019,BAD01,3.6,1.64,1.75,1.56,74.44,81.14,69.15,Normal
10/7/2019,BAD01,63.2,1.69,1.84,1.52,77.34,87.07,66.72,Normal
10/8/2019,BAD01,0,1.76,1.91,1.53,82.06,91.78,67.33,Normal
10/9/2019,BAD01,0,1.83,1.93,1.66,86.67,93.14,75.37,Normal
10/10/2019,BAD01,26.7,1.58,1.71,1.48,70.49,78.56,64.32,Normal
10/11/2019,BAD01,0,1.59,1.73,1.45,71.25,79.85,62.54,Normal
10/12/2019,BAD01,0,2.43,2.68,1.82,129.96,149.47,85.74,Normal
10/13/2019,BAD01,4.3,2.74,2.85,2.58,154.12,163.57,141.4,Normal
10/14/2019,BAD01,9.5,2.84,2.9,2.65,162.59,167.81,147.03,Normal
10/15/2019,BAD01,34.2,2.98,3.04,2.91,175.04,179.89,168.66,Normal
10/16/2019,BAD01,8.7,2.84,2.97,2.74,163.07,173.81,154.4,Normal
10/17/2019,BAD01,0,2.74,2.86,2.49,154.7,164.42,134.28,Normal
10/18/2019,BAD01,40.1,2.26,2.45,2.12,116.79,131.16,106.47,Normal
10/19/2019,BAD01,1.6,2.36,2.47,2.23,124.32,132.71,114.49,Normal
10/20/2019,BAD01,12.6,2.47,2.63,2.23,132.84,145.42,114.49,Normal
10/21/2019,BAD01,70.9,2.48,2.91,2.22,133.44,168.66,113.75,Normal
10/22/2019,BAD01,21.5,3.27,3.38,2.98,200.05,210.5,174.67,Normal
10/23/2019,BAD01,12.7,3.02,3.27,2.81,178.58,200.4,160.21,Normal
10/24/2019,BAD01,46.5,2.81,2.95,2.71,160.12,172.09,151.93,Normal
10/25/2019,BAD01,2.1,2.77,2.96,2.47,157.23,172.95,132.71,Normal
10/26/2019,BAD01,0,2.28,2.46,2.08,118.16,131.94,103.61,Normal
10/27/2019,BAD01,2.6,1.88,2.07,1.68,90.18,102.9,76.64,Normal
10/28/2019,BAD01,79,1.81,2.43,1.62,85.58,129.61,72.86,Normal
10/29/2019,BAD01,33.6,2.88,2.97,2.55,165.81,173.81,139.01,Normal
10/30/2019,BAD01,1,2.87,2.93,2.81,165.24,170.37,160.21,Normal
10/31/2019,BAD01,0,2.57,2.84,2.23,141.21,162.73,114.49,Normal
11/1/2019,BAD01,0,1.94,2.21,1.68,93.92,113.01,76.64,Normal
11/2/2019,BAD01,1.1,1.79,1.91,1.67,83.49,91.78,76.01,Normal
11/3/2019,BAD01,3.2,2.15,2.27,1.94,108.37,117.46,93.83,Normal
11/4/2019,BAD01,0,1.86,2.11,1.64,88.85,105.75,74.11,Normal
11/5/2019,BAD01,0,1.56,1.69,1.4,69.41,77.28,59.62,Normal
11/6/2019,BAD01,0,1.71,1.89,1.46,78.66,90.42,63.13,Normal
11/7/2019,BAD01,0.5,1.3,1.52,1.13,54.3,66.72,44.76,Normal
11/8/2019,BAD01,3.1,1.08,1.13,1.04,42.22,44.76,40.17,Normal
11/9/2019,BAD01,20.6,1.18,1.37,1.04,47.72,57.89,40.17,Normal
11/10/2019,BAD01,39,1.47,1.77,1.3,63.72,82.44,53.93,Normal
11/11/2019,BAD01,0,1.86,2.07,1.61,88.74,102.9,72.24,Normal
11/12/2019,BAD01,3,1.94,2.21,1.7,93.71,113.01,77.92,Normal
11/13/2019,BAD01,21.4,2.15,2.35,1.86,109.11,123.48,88.4,Normal
11/14/2019,BAD01,0,1.63,1.88,1.29,73.77,89.75,53.38,Normal
11/15/2019,BAD01,0.4,1.24,1.37,1.13,50.73,57.89,44.76,Normal
11/16/2019,BAD01,5.1,1.32,1.45,1.24,55.27,62.54,50.63,Normal
11/17/2019,BAD01,12.9,1.24,1.39,1.15,50.53,59.04,45.81,Normal
11/18/2019,BAD01,23.6,1.91,2.14,1.47,92.18,107.91,63.73,Normal
11/19/2019,BAD01,24.2,1.95,2.12,1.78,94.75,106.47,83.1,Normal
11/20/2019,BAD01,45.4,2.18,2.53,1.89,111.06,137.43,90.42,Normal
11/21/2019,BAD01,0.8,2.74,2.93,2.39,154.86,170.37,126.53,Normal
11/22/2019,BAD01,11.9,1.96,2.35,1.72,95.24,123.48,79.2,Normal
11/23/2019,BAD01,11.7,2.05,2.25,1.91,101.82,115.97,91.78,Normal
11/24/2019,BAD01,1.6,2.28,2.45,1.96,118.54,131.16,95.2,Normal
11/25/2019,BAD01,11.7,1.62,1.9,1.46,72.95,91.1,63.13,Normal
11/26/2019,BAD01,0.5,1.55,1.74,1.31,68.64,80.49,54.49,Normal
11/27/2019,BAD01,0,1.21,1.37,1.01,49.11,57.89,38.68,Normal
11/28/2019,BAD01,30.5,1.09,1.2,0.98,42.63,48.46,37.21,Normal
11/29/2019,BAD01,28.3,1.24,2.01,1.04,51.3,98.68,40.17,Normal
11/30/2019,BAD01,23.9,2.46,2.68,2.21,132.39,149.47,113.01,Normal
12/1/2019,BAD01,0,2.76,2.88,2.42,155.83,166.11,128.83,Normal
12/2/2019,BAD01,32,2.55,2.63,2.49,138.76,145.42,134.28,Normal
12/3/2019,BAD01,0,2.62,2.73,2.3,144.36,153.57,119.7,Normal
12/4/2019,BAD01,8.9,1.9,2.26,1.71,91.23,116.71,78.56,Normal
12/5/2019,BAD01,3.3,1.74,1.78,1.72,80.49,83.1,79.2,Normal
12/6/2019,BAD01,0,1.67,1.86,1.41,75.99,88.4,60.2,Normal
12/7/2019,BAD01,0.3,1.25,1.41,1.13,51.41,60.2,44.76,Normal
12/8/2019,BAD01,0,1.09,1.19,1,42.82,47.93,38.19,Normal
12/9/2019,BAD01,2.8,1.09,1.17,0.99,42.54,46.86,37.7,Normal
12/10/2019,BAD01,3.5,1.08,1.44,0.96,42.2,61.95,36.25,Normal
12/11/2019,BAD01,31.9,2.03,2.15,1.6,100.41,108.64,71.62,Normal
12/12/2019,BAD01,0,1.93,2.02,1.75,93.1,99.38,81.14,Normal
12/13/2019,BAD01,3.6,1.65,1.73,1.51,74.63,79.85,66.12,Normal
12/14/2019,BAD01,10.8,1.3,1.5,1.15,54.18,65.52,45.81,Normal
12/15/2019,BAD01,0,1.23,1.33,1.11,50.16,55.62,43.73,Normal
12/16/2019,BAD01,0,1.07,1.19,0.94,41.88,47.93,35.29,Normal
12/17/2019,BAD01,0.7,0.93,1.02,0.82,35.07,39.18,29.75,Normal
12/18/2019,BAD01,0.7,1.08,1.13,1.03,41.97,44.76,39.67,Normal
12/19/2019,BAD01,15.1,1.03,1.07,1,39.7,41.68,38.19,Normal
12/20/2019,BAD01,3,1.08,1.1,1.05,42.19,43.21,40.67,Normal
12/21/2019,BAD01,0,1.12,1.14,1.08,44.38,45.29,42.19,Normal
12/22/2019,BAD01,41.9,1.08,1.13,1.05,42.35,44.76,40.67,Normal
12/23/2019,BAD01,45.8,1.39,1.77,1.17,59.27,82.44,46.86,Normal
12/24/2019,BAD01,2.5,1.8,2,1.5,84.55,97.98,65.52,Normal
12/25/2019,BAD01,13.3,1.35,1.56,1.17,56.75,69.15,46.86,Normal
12/26/2019,BAD01,0,1.29,1.45,1.02,53.6,62.54,39.18,Normal
12/27/2019,BAD01,0,1.2,1.46,1.02,48.48,63.13,39.18,Normal
12/28/2019,BAD01,0,0.98,1.18,0.84,37.38,47.4,30.65,Normal
12/29/2019,BAD01,0,0.85,0.97,0.7,31.15,36.73,24.56,Normal
12/30/2019,BAD01,0,0.73,0.86,0.61,26.11,31.55,20.92,Normal
12/31/2019,BAD01,0,0.7,0.77,0.58,24.51,27.54,19.76,Normal
1/1/2020,BAD01,0,0.75,0.82,0.7,26.62,29.75,24.56,Normal
1/2/2020,BAD01,0,0.69,0.74,0.62,24.01,26.25,21.32,Normal
1/3/2020,BAD01,0,0.68,0.74,0.63,23.94,26.25,21.71,Normal
1/4/2020,BAD01,0,0.78,0.86,0.72,27.82,31.55,25.4,Normal
1/5/2020,BAD01,0,0.79,0.84,0.74,28.26,30.65,26.25,Normal
1/6/2020,BAD01,1.5,0.69,0.78,0.61,24.11,27.98,20.92,Normal
1/7/2020,BAD01,0,0.65,0.73,0.59,22.34,25.82,20.15,Normal
1/8/2020,BAD01,0,0.65,0.72,0.6,22.65,25.4,20.53,Normal
1/9/2020,BAD01,0,0.75,0.95,0.6,26.62,35.77,20.53,Normal
1/10/2020,BAD01,0,1.11,1.2,0.98,43.78,48.46,37.21,Normal
1/11/2020,BAD01,0,1.13,1.21,0.78,44.74,49,27.98,Normal
1/12/2020,BAD01,0,0.73,0.89,0.57,25.95,32.94,19.38,Normal
1/13/2020,BAD01,0,1.12,1.23,0.91,44.38,50.08,33.87,Normal
1/14/2020,BAD01,0,1.05,1.23,0.83,41.03,50.08,30.19,Normal
1/15/2020,BAD01,0,1.1,1.16,1,43.35,46.34,38.19,Normal
1/16/2020,BAD01,0,1.17,1.17,1.16,46.8,46.86,46.34,Normal
1/17/2020,BAD01,26.7,1.16,1.21,1.15,46.51,49,45.81,Normal
1/18/2020,BAD01,7.9,1.2,1.36,0.95,48.73,57.32,35.77,Normal
1/19/2020,BAD01,0.5,1.24,1.48,0.99,51.05,64.32,37.7,Normal
1/20/2020,BAD01,10.3,0.86,0.98,0.75,31.59,37.21,26.68,Normal
1/21/2020,BAD01,0,1.23,1.42,0.97,50.32,60.78,36.73,Normal
1/22/2020,BAD01,0,0.78,0.96,0.64,28.24,36.25,22.11,Normal
1/23/2020,BAD01,0,0.7,0.79,0.6,24.61,28.42,20.53,Normal
1/24/2020,BAD01,0,0.77,0.96,0.63,27.56,36.25,21.71,Normal
1/25/2020,BAD01,0,1.08,1.14,0.98,42.41,45.29,37.21,Normal
1/26/2020,BAD01,0,1.15,1.15,1.14,45.68,45.81,45.29,Normal
1/27/2020,BAD01,0,1.14,1.15,1.13,45.33,45.81,44.76,Normal
1/28/2020,BAD01,0,1.12,1.13,1.12,44.48,44.76,44.25,Normal
1/29/2020,BAD01,0,1.13,1.14,1.12,44.53,45.29,44.25,Normal
1/30/2020,BAD01,0,1.11,1.12,1.1,43.88,44.25,43.21,Normal
1/31/2020,BAD01,0,1.1,1.1,1.09,42.98,43.21,42.7,Normal
2/1/2020,BAD01,0,1.09,1.1,1.09,42.94,43.21,42.7,Normal
2/2/2020,BAD01,0,1.08,1.09,1.07,42,42.7,41.68,Normal
2/3/2020,BAD01,0,0.89,1.07,0.61,33.27,41.68,20.92,Normal
2/4/2020,BAD01,0,0.53,0.59,0.49,17.9,20.15,16.42,Normal
2/5/2020,BAD01,37.3,0.71,0.93,0.58,25.16,34.81,19.76,Normal
2/6/2020,BAD01,0,1.07,1.11,0.95,41.6,43.73,35.77,Normal
2/7/2020,BAD01,0,1.11,1.11,1.11,43.73,43.73,43.73,Normal
2/8/2020,BAD01,0,1.1,1.11,1.08,43.09,43.73,42.19,Normal
2/9/2020,BAD01,0,1.07,1.09,1.06,41.83,42.7,41.18,Normal
2/10/2020,BAD01,0,1.06,1.06,1.05,41.05,41.18,40.67,Normal
2/11/2020,BAD01,0,1.04,1.05,1.03,40.26,40.67,39.67,Normal
2/12/2020,BAD01,0,1.04,1.04,1.03,39.92,40.17,39.67,Normal
2/13/2020,BAD01,21.4,1.04,1.11,1.03,40.35,43.73,39.67,Normal
2/14/2020,BAD01,0,1.14,1.17,1.11,45.36,46.86,43.73,Normal
2/15/2020,BAD01,18.3,1.19,1.4,1.14,47.72,59.62,45.29,Normal
2/16/2020,BAD01,0,1.24,1.43,0.98,51.02,61.37,37.21,Normal
2/17/2020,BAD01,0,0.78,0.95,0.63,28.03,35.77,21.71,Normal
2/18/2020,BAD01,0,1.01,1.07,0.9,38.59,41.68,33.4,Normal
2/19/2020,BAD01,0,1.08,1.09,1.07,42.23,42.7,41.68,Normal
2/20/2020,BAD01,0,1.09,1.1,1.08,42.51,43.21,42.19,Normal
2/21/2020,BAD01,0,1.16,1.19,1.11,46.21,47.93,43.73,Normal
2/22/2020,BAD01,9.2,1.23,1.27,1.19,50.22,52.27,47.93,Normal
2/23/2020,BAD01,1.6,1.29,1.31,1.26,53.33,54.49,51.72,Normal
2/24/2020,BAD01,0,1.07,1.26,0.77,41.81,51.72,27.54,Normal
2/25/2020,BAD01,0,0.74,0.82,0.65,26.48,29.75,22.52,Normal
2/26/2020,BAD01,0,0.81,0.86,0.74,29.35,31.55,26.25,Normal
2/27/2020,BAD01,0,0.9,0.93,0.84,33.22,34.81,30.65,Normal
2/28/2020,BAD01,0,0.95,0.96,0.93,35.77,36.25,34.81,Normal
2/29/2020,BAD01,0,0.93,0.96,0.89,34.6,36.25,32.94,Normal
3/1/2020,BAD01,0,0.9,0.94,0.83,33.36,35.29,30.19,Normal
3/2/2020,BAD01,0,0.89,0.92,0.86,33.06,34.34,31.55,Normal
3/3/2020,BAD01,0,0.89,0.92,0.86,33,34.34,31.55,Normal
3/4/2020,BAD01,0,0.92,0.93,0.9,34.24,34.81,33.4,Normal
3/5/2020,BAD01,0,0.93,0.94,0.91,34.79,35.29,33.87,Normal
3/6/2020,BAD01,0,0.94,0.96,0.93,35.31,36.25,34.81,Normal
3/7/2020,BAD01,0,1.05,1.09,0.98,40.62,42.7,37.21,Normal
3/8/2020,BAD01,0,1.14,1.15,1.11,45.11,45.81,43.73,Normal
3/9/2020,BAD01,0,1.15,1.15,1.14,45.74,45.81,45.29,Normal
3/10/2020,BAD01,0,1.12,1.14,1.11,44.22,45.29,43.73,Normal
3/11/2020,BAD01,0,1.13,1.14,1.11,44.77,45.29,43.73,Normal
3/12/2020,BAD01,0,1.15,1.15,1.14,45.77,45.81,45.29,Normal
3/13/2020,BAD01,0,1.12,1.14,1.11,44.29,45.29,43.73,Normal
3/14/2020,BAD01,0,1.07,1.11,1.03,41.52,43.73,39.67,Normal
3/15/2020,BAD01,0,1.03,1.03,1.01,39.53,39.67,38.68,Normal
3/16/2020,BAD01,6.3,0.99,1.01,0.98,37.78,38.68,37.21,Normal
3/17/2020,BAD01,0,0.97,0.98,0.96,36.57,37.21,36.25,Normal
3/18/2020,BAD01,0,0.97,0.97,0.96,36.63,36.73,36.25,Normal
3/19/2020,BAD01,27.8,0.96,1.02,0.94,36.41,39.18,35.29,Normal
3/20/2020,BAD01,2.3,1.12,1.15,1.03,44.48,45.81,39.67,Normal
3/21/2020,BAD01,0,1.18,1.24,1.15,47.47,50.63,45.81,Normal
3/22/2020,BAD01,0,1.27,1.31,1.24,52.23,54.49,50.63,Normal
3/23/2020,BAD01,0,1.3,1.32,1.28,54.01,55.06,52.82,Normal
3/24/2020,BAD01,0,1.29,1.32,1.23,53.43,55.06,50.08,Normal
3/25/2020,BAD01,3.6,0.94,1.21,0.74,35.48,49,26.25,Normal
3/26/2020,BAD01,0,1,1.04,0.91,38.02,40.17,33.87,Normal
3/27/2020,BAD01,0,0.88,1.03,0.7,32.52,39.67,24.56,Normal
3/28/2020,BAD01,0,0.75,0.88,0.64,26.61,32.47,22.11,Normal
3/29/2020,BAD01,0,0.65,0.74,0.57,22.45,26.25,19.38,Normal
3/30/2020,BAD01,0.6,0.64,0.68,0.6,22.16,23.74,20.53,Normal
3/31/2020,BAD01,6.8,0.84,1.05,0.7,30.54,40.67,24.56,Normal
4/1/2020,BAD01,0,1.13,1.18,1.08,44.92,47.4,42.19,Normal
4/2/2020,BAD01,0,1.09,1.14,1.06,42.61,45.29,41.18,Normal
4/3/2020,BAD01,0,1.02,1.06,0.98,39.04,41.18,37.21,Normal
4/4/2020,BAD01,0,0.97,1.05,0.91,36.66,40.67,33.87,Normal
4/5/2020,BAD01,22.4,1.28,1.35,1.08,52.73,56.75,42.19,Normal
4/6/2020,BAD01,0,1.25,1.31,1.07,50.99,54.49,41.68,Normal
4/7/2020,BAD01,0,0.81,1.03,0.64,29.61,39.67,22.11,Normal
4/8/2020,BAD01,0,0.96,1.02,0.92,36.17,39.18,34.34,Normal
4/9/2020,BAD01,11.1,1,1.04,0.95,38.41,40.17,35.77,Normal
4/10/2020,BAD01,0,1.05,1.14,0.98,40.6,45.29,37.21,Normal
4/11/2020,BAD01,2.4,1.21,1.31,1.16,49.11,54.49,46.34,Normal
4/12/2020,BAD01,21,1.36,1.4,1.31,57.04,59.62,54.49,Normal
4/13/2020,BAD01,21.3,1.65,1.84,1.41,74.76,87.07,60.2,Normal
4/14/2020,BAD01,63.1,1.67,1.81,1.55,75.86,85.07,68.54,Normal
4/15/2020,BAD01,11.1,1.44,1.59,1.24,62.24,71,50.63,Normal
4/16/2020,BAD01,23.8,1.06,1.23,0.88,41.41,50.08,32.47,Normal
4/17/2020,BAD01,0,0.92,1.06,0.84,34.16,41.18,30.65,Normal
4/18/2020,BAD01,0,0.92,1.03,0.82,34.31,39.67,29.75,Normal
4/19/2020,BAD01,1,1.08,1.25,0.94,42.55,51.17,35.29,Normal
4/20/2020,BAD01,56.6,1.29,1.36,1.14,53.31,57.32,45.29,Normal
4/21/2020,BAD01,0.8,1,1.12,0.94,38.35,44.25,35.29,Normal
4/22/2020,BAD01,2.6,1.01,1.07,0.94,38.91,41.68,35.29,Normal
4/23/2020,BAD01,18.4,0.99,1.16,0.91,37.94,46.34,33.87,Normal
4/24/2020,BAD01,2.9,1.69,1.94,1.3,77.65,93.83,53.93,Normal
4/25/2020,BAD01,11.2,1.16,1.39,0.91,46.5,59.04,33.87,Normal
4/26/2020,BAD01,0.5,0.9,1.01,0.82,33.42,38.68,29.75,Normal
4/27/2020,BAD01,0,0.85,0.95,0.76,31.33,35.77,27.11,Normal
4/28/2020,BAD01,0.6,0.84,0.91,0.76,30.77,33.87,27.11,Normal
4/29/2020,BAD01,14.2,0.98,1.03,0.91,37.19,39.67,33.87,Normal
4/30/2020,BAD01,0,0.8,0.92,0.71,28.82,34.34,24.98,Normal
5/1/2020,BAD01,0,0.81,0.97,0.7,29.54,36.73,24.56,Normal
5/2/2020,BAD01,0,0.86,0.95,0.78,31.51,35.77,27.98,Normal
5/3/2020,BAD01,9.6,0.96,1.18,0.82,36.32,47.4,29.75,Normal
5/4/2020,BAD01,0,1.63,1.79,1.25,73.71,83.76,51.17,Normal
5/5/2020,BAD01,14.3,1.12,1.41,0.88,44.34,60.2,32.47,Normal
5/6/2020,BAD01,5.2,1.06,1.24,0.91,41.53,50.63,33.87,Normal
5/7/2020,BAD01,9.2,0.94,1.04,0.76,35.36,40.17,27.11,Normal
5/8/2020,BAD01,0,0.9,1.21,0.71,33.82,49,24.98,Normal
5/9/2020,BAD01,0,1.05,1.26,0.76,40.84,51.72,27.11,Normal
