date,station_id,rainfall_mm,w_avg,w_max,w_min,q_avg,q_max,q_min,flood_category
1990-01-01,THA01,0.0,1.08,1.1,1.07,12.58,13.02,12.06,Normal
1990-01-02,THA01,0.0,1.08,1.08,1.07,12.52,12.54,12.06,Normal
1990-01-03,THA01,0.0,1.06,1.07,1.04,11.71,12.06,11.12,Normal
1990-01-04,THA01,0.0,1.07,1.2,1.01,12.15,16.55,10.21,Normal
1990-01-05,THA01,17.0,1.54,1.74,1.23,29.3,37.69,17.6,Normal
1990-01-06,THA01,10.0,1.48,1.69,1.33,27.02,35.68,20.89,Normal
1990-01-07,THA01,0.0,1.61,1.74,1.42,32.25,37.69,24.35,Normal
1990-01-08,THA01,0.0,1.27,1.42,1.17,18.94,24.35,15.51,Normal
1990-01-09,THA01,0.0,1.15,1.17,1.11,14.81,15.51,13.51,Normal
1990-01-10,THA01,0.0,1.08,1.11,1.07,12.48,13.51,12.06,Normal
1990-01-11,THA01,0.0,1.05,1.07,1.04,11.63,12.06,11.12,Normal
1990-01-12,THA01,0.0,1.02,1.04,1.01,10.71,11.12,10.21,Normal
1990-01-13,THA01,7.5,1.11,1.84,0.99,14.12,42.53,9.77,Normal
1990-01-14,THA01,0.0,1.56,2.04,1.23,30.85,51.98,17.6,Normal
1990-01-15,THA01,0.0,1.12,1.19,1.07,13.83,16.03,12.06,Normal
1990-01-16,THA01,0.0,1.03,1.07,1.01,10.94,12.06,10.21,Normal
1990-01-17,THA01,0.0,0.99,1.01,0.98,9.68,10.21,9.33,Normal
1990-01-18,THA01,0.0,0.98,0.99,0.98,9.51,9.77,9.33,Normal
1990-01-19,THA01,0.0,0.97,0.98,0.96,9.06,9.33,8.89,Normal
1990-01-20,THA01,0.0,0.95,0.96,0.93,8.5,8.89,8.05,Normal
1990-01-21,THA01,0.0,0.91,0.93,0.9,7.58,8.05,7.23,Normal
1990-01-22,THA01,0.0,0.89,0.9,0.88,6.91,7.23,6.83,Normal
1990-01-23,THA01,0.0,0.88,0.88,0.87,6.63,6.83,6.44,Normal
1990-01-24,THA01,0.0,0.87,0.87,0.87,6.44,6.44,6.44,Normal
1990-01-25,THA01,24.0,0.87,0.99,0.85,6.6,9.77,6.05,Normal
1990-01-26,THA01,0.0,0.99,1.13,0.93,9.94,14.0,8.05,Normal
1990-01-27,THA01,0.0,0.88,0.9,0.87,6.72,7.23,6.44,Normal
1990-01-28,THA01,0.0,0.85,0.85,0.84,5.85,6.05,5.68,Normal
1990-01-29,THA01,0.0,0.82,0.84,0.82,5.34,5.68,5.31,Normal
1990-01-30,THA01,0.0,0.82,0.82,0.82,5.31,5.31,5.31,Normal
1990-01-31,THA01,0.0,0.81,0.82,0.79,4.96,5.31,4.59,Normal
1990-02-01,THA01,21.5,0.8,0.82,0.79,4.87,5.31,4.59,Normal
1990-02-02,THA01,0.0,0.84,0.87,0.82,5.74,6.44,5.31,Normal
1990-02-03,THA01,0.0,0.81,0.84,0.79,5.05,5.68,4.59,Normal
1990-02-04,THA01,3.5,0.78,0.84,0.76,4.28,5.68,3.91,Normal
1990-02-05,THA01,0.0,0.89,0.91,0.84,7.07,7.63,5.68,Normal
1990-02-06,THA01,0.0,0.79,0.84,0.76,4.51,5.68,3.91,Normal
1990-02-07,THA01,0.0,0.76,0.76,0.75,3.81,3.91,3.58,Normal
1990-02-08,THA01,2.0,0.74,0.82,0.73,3.54,5.31,3.26,Normal
1990-02-09,THA01,0.0,0.8,0.85,0.76,4.73,6.05,3.91,Normal
1990-02-10,THA01,0.0,0.73,0.75,0.72,3.28,3.58,2.96,Normal
1990-02-11,THA01,2.0,0.71,0.73,0.7,2.91,3.26,2.66,Normal
1990-02-12,THA01,4.0,0.79,0.9,0.73,4.53,7.23,3.26,Normal
1990-02-13,THA01,16.5,0.85,1.19,0.73,6.21,16.03,3.26,Normal
1990-02-14,THA01,50.0,1.22,1.4,1.04,17.09,23.76,11.12,Normal
1990-02-15,THA01,0.0,1.27,1.45,1.04,18.91,25.54,11.12,Normal
1990-02-16,THA01,0.0,1,1.22,0.94,9.98,17.07,8.47,Normal
1990-02-17,THA01,0.0,1.14,1.36,0.94,14.73,22.03,8.47,Normal
1990-02-18,THA01,0.0,0.87,0.94,0.82,6.38,8.47,5.31,Normal
1990-02-19,THA01,0.0,0.8,0.81,0.78,4.72,4.94,4.25,Normal
1990-02-20,THA01,0.0,0.77,0.78,0.75,4.02,4.25,3.58,Normal
1990-02-21,THA01,0.0,0.73,0.75,0.72,3.32,3.58,2.96,Normal
1990-02-22,THA01,0.0,0.72,0.72,0.72,2.96,2.96,2.96,Normal
1990-02-23,THA01,0.0,0.7,0.72,0.7,2.68,2.96,2.66,Normal
1990-02-24,THA01,0.0,0.71,0.9,0.69,2.84,7.23,2.37,Normal
1990-02-25,THA01,0.0,1.44,1.65,1.04,25.25,33.7,11.12,Normal
1990-02-26,THA01,2.5,1.26,1.49,1.1,18.67,27.36,13.02,Normal
1990-02-27,THA01,0.0,1.02,1.08,0.96,10.66,12.54,8.89,Normal
1990-02-28,THA01,18.0,0.92,1.13,0.84,7.93,14.0,5.68,Normal
1990-03-01,THA01,0.0,1.02,1.19,0.94,10.8,16.03,8.47,Normal
1990-03-02,THA01,0.0,0.9,0.93,0.85,7.2,8.05,6.05,Normal
1990-03-03,THA01,0.0,0.83,0.85,0.81,5.43,6.05,4.94,Normal
1990-03-04,THA01,0.0,0.78,0.79,0.76,4.31,4.59,3.91,Normal
1990-03-05,THA01,0.0,0.74,0.76,0.73,3.45,3.91,3.26,Normal
1990-03-06,THA01,0.0,0.97,1.62,0.7,10.87,32.4,2.66,Normal
1990-03-07,THA01,15.0,1.06,1.28,0.98,12.02,19.22,9.33,Normal
1990-03-08,THA01,4.0,1.17,1.49,1.01,15.56,27.36,10.21,Normal
1990-03-09,THA01,12.0,1.47,1.65,1.34,26.56,33.7,21.46,Normal
1990-03-10,THA01,0.0,1.1,1.37,0.96,13.35,22.6,8.89,Normal
1990-03-11,THA01,0.0,0.93,0.96,0.9,8.14,8.89,7.23,Normal
1990-03-12,THA01,1.0,0.87,1.07,0.82,6.41,12.06,5.31,Normal
1990-03-13,THA01,3.0,1.11,1.31,1.02,13.6,20.33,10.67,Normal
1990-03-14,THA01,4.0,1.64,1.78,1.4,33.57,39.74,23.76,Normal
1990-03-15,THA01,82.0,1.88,2.79,1.3,46.42,92.5,19.77,Normal
1990-03-16,THA01,5.5,1.65,2.65,1.22,35.53,84.52,17.07,Normal
1990-03-17,THA01,27.5,1.27,1.55,1.16,19.15,29.84,15.0,Normal
1990-03-18,THA01,10.0,1.4,1.57,1.34,23.78,30.48,21.46,Normal
1990-03-19,THA01,0.0,1.19,1.46,1.04,16.5,26.14,11.12,Normal
1990-03-20,THA01,0.0,1,1.04,0.98,10.14,11.12,9.33,Normal
1990-03-21,THA01,100.0,1.95,4.15,0.94,60.04,182.45,8.47,Alert
1990-03-22,THA01,6.0,1.89,3.6,1.46,46.36,143.79,26.14,Normal
1990-03-23,THA01,0.0,1.41,1.62,1.34,23.95,32.4,21.46,Normal
1990-03-24,THA01,6.0,1.42,1.71,1.34,24.59,36.34,21.46,Normal
1990-03-25,THA01,0.0,1.58,1.9,1.4,31,45.37,23.76,Normal
1990-03-26,THA01,40.0,2,3.6,1.34,55.13,143.79,21.46,Normal
1990-03-27,THA01,10.0,2.37,3.44,1.77,70.09,133.58,39.05,Normal
1990-03-28,THA01,16.0,1.69,2.12,1.49,35.65,55.77,27.36,Normal
1990-03-29,THA01,16.5,1.44,1.48,1.4,25.05,26.75,23.76,Normal
1990-03-30,THA01,11.5,1.44,1.63,1.36,25.5,33.04,22.03,Normal
1990-03-31,THA01,0.0,1.4,1.6,1.31,23.81,31.75,20.33,Normal
1990-04-01,THA01,17.5,1.28,1.42,1.22,19.33,24.35,17.07,Normal
1990-04-02,THA01,39.0,1.35,1.83,1.1,22.54,41.82,13.02,Normal
1990-04-03,THA01,3.0,1.47,1.77,1.22,26.77,39.05,17.07,Normal
1990-04-04,THA01,0.0,1.41,1.65,1.3,24.02,33.7,19.77,Normal
1990-04-05,THA01,23.0,1.67,1.97,1.49,34.83,48.27,27.36,Normal
1990-04-06,THA01,10.0,1.68,2.0,1.51,35.36,49.74,27.97,Normal
1990-04-07,THA01,18.0,1.35,1.72,1.25,22.06,37.02,18.14,Normal
1990-04-08,THA01,12.0,1.63,2.07,1.49,33.29,53.48,27.36,Normal
1990-04-09,THA01,3.5,1.94,2.1,1.83,47.31,55.0,41.82,Normal
1990-04-10,THA01,1.0,1.68,1.97,1.48,35.32,48.27,26.75,Normal
1990-04-11,THA01,7.0,1.39,1.46,1.34,23.31,26.14,21.46,Normal
1990-04-12,THA01,0.0,1.41,1.54,1.33,24.26,29.22,20.89,Normal
1990-04-13,THA01,12.0,1.26,1.31,1.25,18.62,20.33,18.14,Normal
1990-04-14,THA01,20.0,1.28,1.34,1.23,19.1,21.46,17.6,Normal
1990-04-15,THA01,2.0,1.34,1.45,1.26,21.52,25.54,18.68,Normal
1990-04-16,THA01,15.5,1.25,1.46,1.05,18.23,26.14,11.59,Normal
1990-04-17,THA01,0.0,1.34,1.48,1.25,21.64,26.75,18.14,Normal
1990-04-18,THA01,0.0,1.19,1.23,1.16,15.92,17.6,15.0,Normal
1990-04-19,THA01,0.0,1.13,1.16,1.11,14.19,15.0,13.51,Normal
1990-04-20,THA01,3.0,1.08,1.1,1.05,12.36,13.02,11.59,Normal
1990-04-21,THA01,0.0,1.03,1.05,1.01,10.84,11.59,10.21,Normal
1990-04-22,THA01,0.0,0.99,1.01,0.98,9.84,10.21,9.33,Normal
1990-04-23,THA01,0.0,0.96,0.98,0.94,8.9,9.33,8.47,Normal
1990-04-24,THA01,0.0,0.94,0.94,0.94,8.47,8.47,8.47,Normal
1990-04-25,THA01,0.0,0.94,0.94,0.94,8.47,8.47,8.47,Normal
1990-04-26,THA01,0.0,0.93,0.93,0.93,8.05,8.05,8.05,Normal
1990-04-27,THA01,0.0,,,,,,,Unknown
1990-04-28,THA01,0.0,,,,,,,Unknown
1990-04-29,THA01,0.0,,,,,,,Unknown
1990-04-30,THA01,0.0,,,,,,,Unknown
1990-05-01,THA01,0.0,1.56,1.6,1.52,30.18,31.75,28.59,Normal
1990-05-02,THA01,0.0,1.64,1.77,1.52,33.56,39.05,28.59,Normal
1990-05-03,THA01,2.0,1.27,1.49,1.16,19.09,27.36,15.0,Normal
1990-05-04,THA01,6.0,1.13,1.16,1.11,14.21,15.0,13.51,Normal
1990-05-05,THA01,38.5,1.25,1.58,1.05,18.42,31.11,11.59,Normal
1990-05-06,THA01,7.0,1.55,1.63,1.42,29.58,33.04,24.35,Normal
1990-05-07,THA01,75.0,1.47,2.13,1.26,26.72,56.54,18.68,Normal
1990-05-08,THA01,9.0,4.03,4.91,2.38,177.21,240.7,69.27,Alert
1990-05-09,THA01,20.0,2.8,4.18,2.24,94.3,184.68,62.01,Alert
1990-05-10,THA01,2.5,2.7,3.08,2.5,87.75,110.07,75.93,Normal
1990-05-11,THA01,7.0,1.94,2.41,1.78,47.52,70.91,39.74,Normal
1990-05-12,THA01,2.0,1.82,1.94,1.75,41.55,46.81,38.37,Normal
1990-05-13,THA01,1.0,1.65,1.72,1.63,34.05,37.02,33.04,Normal
1990-05-14,THA01,5.0,1.59,1.63,1.54,31.17,33.04,29.22,Normal
1990-05-15,THA01,70.0,1.43,1.62,1.36,25.03,32.4,22.03,Normal
1990-05-16,THA01,7.0,2.95,3.75,1.83,103.63,154.24,41.82,Normal
1990-05-17,THA01,26.5,2.08,2.38,1.89,53.74,69.27,44.65,Normal
1990-05-18,THA01,10.0,2.72,2.83,2.48,88.39,95.21,75.09,Normal
1990-05-19,THA01,33.0,2.2,2.56,2.04,60.19,79.33,51.98,Normal
1990-05-20,THA01,0.0,2.19,2.32,2.1,59.58,66.01,55.0,Normal
1990-05-21,THA01,0.0,2.04,2.1,1.97,51.93,55.0,48.27,Normal
1990-05-22,THA01,0.0,1.86,1.95,1.75,43.18,47.54,38.37,Normal
1990-05-23,THA01,3.0,1.65,1.74,1.62,33.79,37.69,32.4,Normal
1990-05-24,THA01,4.0,1.6,1.62,1.57,31.73,32.4,30.48,Normal
1990-05-25,THA01,9.0,1.52,1.55,1.49,28.38,29.84,27.36,Normal
1990-05-26,THA01,9.0,,,,,,,Unknown
1990-05-27,THA01,0.0,,,,,,,Unknown
1990-05-28,THA01,0.0,1.42,1.45,1.4,24.62,25.54,23.76,Normal
1990-05-29,THA01,0.0,1.51,1.68,1.31,28.49,35.01,20.33,Normal
1990-05-30,THA01,0.0,1.28,1.3,1.28,19.37,19.77,19.22,Normal
1990-05-31,THA01,3.0,1.28,1.28,1.28,19.22,19.22,19.22,Normal
1990-06-01,THA01,26.0,1.25,1.26,1.25,18.27,18.68,18.14,Normal
1990-06-02,THA01,3.0,1.38,1.46,1.31,22.78,26.14,20.33,Normal
1990-06-03,THA01,7.5,1.26,1.26,1.25,18.38,18.68,18.14,Normal
1990-06-04,THA01,4.0,1.68,1.83,1.54,35.15,41.82,29.22,Normal
1990-06-05,THA01,3.0,1.36,1.46,1.31,22.07,26.14,20.33,Normal
1990-06-06,THA01,78.0,1.7,1.95,1.49,35.98,47.54,27.36,Normal
1990-06-07,THA01,55.0,2.54,2.8,2.19,78.35,93.4,59.64,Normal
1990-06-08,THA01,3.5,2.61,2.73,2.44,81.98,88.93,72.57,Normal
1990-06-09,THA01,11.5,1.96,1.98,1.95,48.07,49.01,47.54,Normal
1990-06-10,THA01,16.0,1.99,2.19,1.89,49.57,59.64,44.65,Normal
1990-06-11,THA01,0.0,1.77,1.87,1.68,39.2,43.94,35.01,Normal
1990-06-12,THA01,1.5,1.58,1.66,1.52,30.95,34.35,28.59,Normal
1990-06-13,THA01,8.0,1.5,1.51,1.49,27.64,27.97,27.36,Normal
1990-06-14,THA01,3.0,1.51,1.55,1.48,28.01,29.84,26.75,Normal
1990-06-15,THA01,0.0,1.53,1.54,1.52,28.8,29.22,28.59,Normal
1990-06-16,THA01,7.0,1.47,1.49,1.43,26.42,27.36,24.94,Normal
1990-06-17,THA01,0.0,1.42,1.49,1.36,24.31,27.36,22.03,Normal
1990-06-18,THA01,7.0,1.32,1.36,1.3,20.66,22.03,19.77,Normal
1990-06-19,THA01,8.5,1.28,1.3,1.26,19.18,19.77,18.68,Normal
1990-06-20,THA01,5.0,1.32,1.36,1.3,20.76,22.03,19.77,Normal
1990-06-21,THA01,5.0,1.4,1.45,1.37,23.65,25.54,22.6,Normal
1990-06-22,THA01,0.5,1.36,1.4,1.33,22.1,23.76,20.89,Normal
1990-06-23,THA01,7.0,1.24,1.31,1.19,17.78,20.33,16.03,Normal
1990-06-24,THA01,0.0,1.21,1.25,1.17,16.64,18.14,15.51,Normal
1990-06-25,THA01,16.0,1.17,1.23,1.14,15.33,17.6,14.5,Normal
1990-06-26,THA01,2.0,1.36,1.46,1.23,22.26,26.14,17.6,Normal
1990-06-27,THA01,26.0,1.24,1.3,1.22,17.81,19.77,17.07,Normal
1990-06-28,THA01,12.5,1.8,2.24,1.28,41.53,62.01,19.22,Normal
1990-06-29,THA01,18.5,1.7,1.74,1.66,35.86,37.69,34.35,Normal
1990-06-30,THA01,34.5,2.16,2.22,2.07,57.66,61.22,53.48,Normal
1990-07-01,THA01,37.5,2.29,2.42,2.04,64.9,71.74,51.98,Normal
1990-07-02,THA01,17.0,2.46,2.8,2.13,73.9,93.4,56.54,Normal
1990-07-03,THA01,3.0,2.44,2.79,2.16,72.91,92.5,58.08,Normal
1990-07-04,THA01,0.0,1.97,2.32,1.81,48.66,66.01,41.13,Normal
1990-07-05,THA01,0.0,1.85,2.16,1.78,42.85,58.08,39.74,Normal
1990-07-06,THA01,0.0,2.45,2.64,2.19,73.17,83.65,59.64,Normal
1990-07-07,THA01,0.0,1.89,2.16,1.74,44.89,58.08,37.69,Normal
1990-07-08,THA01,8.5,1.67,1.74,1.6,34.56,37.69,31.75,Normal
1990-07-09,THA01,5.0,1.55,1.6,1.51,29.83,31.75,27.97,Normal
1990-07-10,THA01,0.0,1.58,1.62,1.51,30.83,32.4,27.97,Normal
1990-07-11,THA01,0.0,1.51,1.57,1.43,28.07,30.48,24.94,Normal
1990-07-12,THA01,8.0,1.36,1.42,1.33,22.27,24.35,20.89,Normal
1990-07-13,THA01,13.0,1.31,1.34,1.3,20.4,21.46,19.77,Normal
1990-07-14,THA01,3.5,1.44,1.51,1.36,25.43,27.97,22.03,Normal
1990-07-15,THA01,13.0,1.48,1.54,1.43,26.81,29.22,24.94,Normal
1990-07-16,THA01,10.0,1.48,1.51,1.45,26.83,27.97,25.54,Normal
1990-07-17,THA01,10.0,1.51,1.54,1.49,28.21,29.22,27.36,Normal
1990-07-18,THA01,0.0,1.46,1.52,1.37,25.89,28.59,22.6,Normal
1990-07-19,THA01,0.0,1.32,1.37,1.3,20.85,22.6,19.77,Normal
1990-07-20,THA01,0.0,1.31,1.34,1.25,20.2,21.46,18.14,Normal
1990-07-21,THA01,14.5,1.21,1.25,1.17,16.66,18.14,15.51,Normal
1990-07-22,THA01,8.5,1.15,1.17,1.13,14.65,15.51,14.0,Normal
1990-07-23,THA01,45.0,1.32,1.43,1.17,20.92,24.94,15.51,Normal
1990-07-24,THA01,4.0,1.65,2.59,1.28,35.74,81.05,19.22,Normal
1990-07-25,THA01,0.0,1.9,2.68,1.45,46.19,86.28,25.54,Normal
1990-07-26,THA01,0.0,1.38,1.45,1.34,23.05,25.54,21.46,Normal
1990-07-27,THA01,0.0,1.25,1.28,1.23,18.14,19.22,17.6,Normal
1990-07-28,THA01,0.0,1.22,1.23,1.2,17.13,17.6,16.55,Normal
1990-07-29,THA01,0.0,1.15,1.16,1.13,14.67,15.0,14.0,Normal
1990-07-30,THA01,0.0,,,,,,,Unknown
1990-07-31,THA01,21.0,1.08,1.08,1.07,12.43,12.54,12.06,Normal
1990-08-01,THA01,3.0,1.13,1.16,1.1,14.03,15.0,13.02,Normal
1990-08-02,THA01,1.0,1.1,1.13,1.07,13.08,14.0,12.06,Normal
1990-08-03,THA01,0.0,1.03,1.05,1.01,10.95,11.59,10.21,Normal
1990-08-04,THA01,0.0,1,1.01,0.99,9.94,10.21,9.77,Normal
1990-08-05,THA01,4.0,0.99,1.01,0.98,9.79,10.21,9.33,Normal
1990-08-06,THA01,0.0,1.03,1.13,1.01,10.95,14.0,10.21,Normal
1990-08-07,THA01,0.0,1.11,1.16,1.07,13.53,15.0,12.06,Normal
1990-08-08,THA01,5.0,1.07,1.19,1.02,12.07,16.03,10.67,Normal
1990-08-09,THA01,5.0,1.15,1.28,1.08,14.79,19.22,12.54,Normal
1990-08-10,THA01,19.0,1.1,1.16,1.08,13.14,15.0,12.54,Normal
1990-08-11,THA01,4.5,1.24,1.3,1.19,17.86,19.77,16.03,Normal
1990-08-12,THA01,6.0,1.15,1.2,1.08,14.62,16.55,12.54,Normal
1990-08-13,THA01,0.0,1.13,1.2,1.04,14.14,16.55,11.12,Normal
1990-08-14,THA01,0.0,1.09,1.16,1.04,12.87,15.0,11.12,Normal
1990-08-15,THA01,0.0,1,1.02,0.99,10.05,10.67,9.77,Normal
1990-08-16,THA01,0.0,0.99,0.99,0.98,9.64,9.77,9.33,Normal
1990-08-17,THA01,0.0,0.94,0.96,0.91,8.38,8.89,7.63,Normal
1990-08-18,THA01,0.0,0.89,0.91,0.88,7.06,7.63,6.83,Normal
1990-08-19,THA01,0.0,0.86,0.88,0.85,6.34,6.83,6.05,Normal
1990-08-20,THA01,0.0,0.85,0.85,0.85,6.05,6.05,6.05,Normal
1990-08-21,THA01,0.0,0.85,0.85,0.84,5.97,6.05,5.68,Normal
1990-08-22,THA01,0.0,0.84,0.84,0.82,5.66,5.68,5.31,Normal
1990-08-23,THA01,0.0,0.82,0.82,0.81,5.26,5.31,4.94,Normal
1990-08-24,THA01,0.0,0.81,0.81,0.81,4.94,4.94,4.94,Normal
1990-08-25,THA01,0.0,0.81,0.81,0.79,4.89,4.94,4.59,Normal
1990-08-26,THA01,0.0,0.79,0.79,0.79,4.59,4.59,4.59,Normal
1990-08-27,THA01,0.0,0.79,0.79,0.78,4.49,4.59,4.25,Normal
1990-08-28,THA01,0.0,0.77,0.78,0.76,4.15,4.25,3.91,Normal
1990-08-29,THA01,3.0,0.76,0.76,0.76,3.91,3.91,3.91,Normal
1990-08-30,THA01,0.0,0.76,0.76,0.76,3.91,3.91,3.91,Normal
1990-08-31,THA01,0.0,0.76,0.76,0.75,3.77,3.91,3.58,Normal
1990-09-01,THA01,0.0,0.73,0.73,0.73,3.26,3.26,3.26,Normal
1990-09-02,THA01,0.0,0.72,0.72,0.72,2.96,2.96,2.96,Normal
1990-09-03,THA01,3.0,0.71,0.72,0.7,2.9,2.96,2.66,Normal
1990-09-04,THA01,8.0,0.7,0.72,0.7,2.69,2.96,2.66,Normal
1990-09-05,THA01,0.0,0.77,0.79,0.73,4.01,4.59,3.26,Normal
1990-09-06,THA01,9.0,0.79,0.85,0.76,4.48,6.05,3.91,Normal
1990-09-07,THA01,1.0,0.81,0.85,0.79,4.91,6.05,4.59,Normal
1990-09-08,THA01,9.0,1.07,1.17,0.98,12.2,15.51,9.33,Normal
1990-09-09,THA01,5.0,0.89,0.96,0.87,7.13,8.89,6.44,Normal
1990-09-10,THA01,7.0,0.9,0.93,0.85,7.37,8.05,6.05,Normal
1990-09-11,THA01,12.0,0.88,0.99,0.79,6.9,9.77,4.59,Normal
1990-09-12,THA01,1.5,0.91,0.98,0.85,7.65,9.33,6.05,Normal
1990-09-13,THA01,0.0,0.8,0.85,0.78,4.75,6.05,4.25,Normal
1990-09-14,THA01,0.0,0.76,0.78,0.76,3.97,4.25,3.91,Normal
1990-09-15,THA01,0.0,0.72,0.73,0.72,3.07,3.26,2.96,Normal
1990-09-16,THA01,1.0,0.7,0.7,0.7,2.66,2.66,2.66,Normal
1990-09-17,THA01,0.0,0.7,0.7,0.69,2.58,2.66,2.37,Normal
1990-09-18,THA01,0.0,0.67,0.69,0.67,2.1,2.37,2.09,Normal
1990-09-19,THA01,0.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-09-20,THA01,4.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-09-21,THA01,3.5,0.73,0.75,0.73,3.32,3.58,3.26,Normal
1990-09-22,THA01,0.0,0.77,0.79,0.75,4.13,4.59,3.58,Normal
1990-09-23,THA01,4.0,0.69,0.7,0.67,2.47,2.66,2.09,Normal
1990-09-24,THA01,7.5,0.69,0.73,0.67,2.38,3.26,2.09,Normal
1990-09-25,THA01,4.0,0.77,0.79,0.75,4.04,4.59,3.58,Normal
1990-09-26,THA01,0.0,0.71,0.73,0.7,2.83,3.26,2.66,Normal
1990-09-27,THA01,0.0,0.69,0.7,0.69,2.4,2.66,2.37,Normal
1990-09-28,THA01,0.0,0.68,0.69,0.67,2.22,2.37,2.09,Normal
1990-09-29,THA01,1.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-09-30,THA01,0.0,,,,,,,Unknown
1990-10-01,THA01,0.0,0.64,0.64,0.64,1.57,1.57,1.57,Normal
1990-10-02,THA01,9.6,0.65,0.66,0.62,1.66,1.82,1.32,Normal
1990-10-03,THA01,12.5,0.82,0.85,0.78,5.29,6.05,4.25,Normal
1990-10-04,THA01,0.0,0.73,0.75,0.72,3.32,3.58,2.96,Normal
1990-10-05,THA01,11.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-10-06,THA01,3.5,0.74,0.76,0.72,3.41,3.91,2.96,Normal
1990-10-07,THA01,0.0,0.7,0.7,0.7,2.66,2.66,2.66,Normal
1990-10-08,THA01,0.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-10-09,THA01,0.0,0.66,0.66,0.66,1.82,1.82,1.82,Normal
1990-10-10,THA01,0.0,0.67,0.67,0.67,2.09,2.09,2.09,Normal
1990-10-11,THA01,0.0,0.7,0.75,0.69,2.63,3.58,2.37,Normal
1990-10-12,THA01,31.0,0.73,1.05,0.67,3.49,11.59,2.09,Normal
1990-10-13,THA01,31.5,1.39,2.04,1.14,23.9,51.98,14.5,Normal
1990-10-14,THA01,57.0,2,2.71,1.78,50.36,88.04,39.74,Normal
1990-10-15,THA01,34.0,2.1,2.93,1.55,56.21,100.7,29.84,Normal
1990-10-16,THA01,30.0,2.3,2.59,2.13,65.22,81.05,56.54,Normal
1990-10-17,THA01,4.0,2.19,2.38,1.83,59.54,69.27,41.82,Normal
1990-10-18,THA01,58.0,1.89,2.35,1.68,44.87,67.63,35.01,Normal
1990-10-19,THA01,17.5,2.4,2.47,2.35,70.55,74.25,67.63,Normal
1990-10-20,THA01,14.5,1.81,1.92,1.68,40.93,46.09,35.01,Normal
1990-10-21,THA01,0.0,1.55,1.62,1.48,29.69,32.4,26.75,Normal
1990-10-22,THA01,16.5,1.59,1.65,1.51,31.24,33.7,27.97,Normal
1990-10-23,THA01,1.0,1.47,1.54,1.39,26.28,29.22,23.18,Normal
1990-10-24,THA01,32.0,1.49,1.98,1.26,27.94,49.01,18.68,Normal
1990-10-25,THA01,2.0,1.64,1.72,1.55,33.31,37.02,29.84,Normal
1990-10-26,THA01,54.0,1.5,1.55,1.43,27.55,29.84,24.94,Normal
1990-10-27,THA01,6.0,2.82,3.41,2.29,95.42,131.57,64.4,Normal
1990-10-28,THA01,0.0,1.76,1.86,1.66,38.84,43.23,34.35,Normal
1990-10-29,THA01,18.0,1.57,1.58,1.55,30.36,31.11,29.84,Normal
1990-10-30,THA01,19.0,1.55,1.58,1.52,29.62,31.11,28.59,Normal
1990-10-31,THA01,35.5,1.67,1.78,1.58,34.75,39.74,31.11,Normal
1990-11-01,THA01,65.0,2.17,2.41,1.98,58.64,70.91,49.01,Normal
1990-11-02,THA01,31.0,3.4,3.72,2.85,131.12,152.13,96.12,Normal
1990-11-03,THA01,53.0,2.69,2.86,2.51,86.75,97.03,76.78,Normal
1990-11-04,THA01,5.5,3.7,3.92,3.06,151.21,165.99,109.12,Normal
1990-11-05,THA01,2.5,2.48,2.61,2.39,74.81,81.92,70.09,Normal
1990-11-06,THA01,43.5,2.19,2.32,2.13,59.59,66.01,56.54,Normal
1990-11-07,THA01,10.0,3.86,4.05,3.44,161.85,175.81,133.58,Alert
1990-11-08,THA01,31.0,2.65,2.8,2.56,84.23,93.4,79.33,Normal
1990-11-09,THA01,0.0,2.49,2.56,2.42,75.18,79.33,71.74,Normal
1990-11-10,THA01,0.0,2.05,2.13,1.95,52.21,56.54,47.54,Normal
1990-11-11,THA01,0.0,1.86,1.86,1.86,43.23,43.23,43.23,Normal
1990-11-12,THA01,0.0,1.73,1.74,1.72,37.51,37.69,37.02,Normal
1990-11-13,THA01,0.0,1.61,1.62,1.6,32.16,32.4,31.75,Normal
1990-11-14,THA01,0.0,1.52,1.52,1.52,28.59,28.59,28.59,Normal
1990-11-15,THA01,0.0,1.43,1.43,1.43,24.94,24.94,24.94,Normal
1990-11-16,THA01,5.0,1.39,1.4,1.39,23.34,23.76,23.18,Normal
1990-11-17,THA01,5.0,1.51,1.92,1.34,28.26,46.09,21.46,Normal
1990-11-18,THA01,28.0,1.55,1.86,1.48,29.73,43.23,26.75,Normal
1990-11-19,THA01,17.5,1.78,1.92,1.69,39.73,46.09,35.68,Normal
1990-11-20,THA01,22.0,1.74,2.01,1.65,38.04,50.49,33.7,Normal
1990-11-21,THA01,34.0,1.62,1.74,1.58,32.53,37.69,31.11,Normal
1990-11-22,THA01,1.0,2.1,2.22,1.89,54.8,61.22,44.65,Normal
1990-11-23,THA01,12.5,1.92,2.16,1.81,46.23,58.08,41.13,Normal
1990-11-24,THA01,3.0,2.28,2.53,2.01,64.49,77.63,50.49,Normal
